ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Feet,Inches
200949,Lucas Moura,25,Brazil,83,84,Tottenham Hotspur,31,$115 ,Right,3,3,4,High/ Medium,RM,27,31-Jan-18,2023,69,154,75,78,50,77,70,88,69,74,74,81,94,90,94,76,90,79,77,75,59,76,72,50,80,74,74,80,31,43,51,9,10,14,7,14,5,9
200888,Danilo Pereira,26,Portugal,83,86,FC Porto,27,$21 ,Right,3,3,3,Medium/ High,CDM,22,2-Jul-15,2022,74,183,50,61,78,82,55,76,48,53,79,78,63,68,58,76,60,76,67,83,89,65,85,84,69,73,52,84,83,84,75,9,7,13,14,15,6,2
200724,Nacho Fernández,28,Spain,83,85,Real Madrid,24.5,$180 ,Right,2,4,2,Medium/ High,CB,12,1-Aug-10,2021,71,168,70,32,82,80,38,55,55,37,61,78,70,79,60,79,68,54,81,78,79,28,78,81,37,53,45,73,75,86,85,12,7,10,15,7,5,11
200316,T. Horn,25,Germany,83,87,1. FC Köln,24,$25 ,Left,2,3,1,Medium/ Medium,GK,1,1-Jul-11,2023,76,198,19,13,14,35,14,20,12,15,32,22,45,51,50,80,31,22,64,31,67,17,41,22,15,55,21,20,14,13,12,83,80,83,82,86,6,4
199914,Allan,27,Brazil,83,83,Napoli,26.5,$87 ,Right,2,3,4,Medium/ High,RCM,5,22-Jul-15,2023,69,163,70,72,59,85,56,82,65,49,77,80,81,74,82,86,80,70,70,95,77,66,87,86,79,79,53,79,85,85,83,13,13,5,5,8,5,9
199845,F. Acerbi,30,Italy,83,83,Lazio,19,$64 ,Left,2,3,3,Medium/ Medium,CB,13,11-Jul-18,2023,76,194,25,37,80,73,39,65,62,56,77,72,65,55,33,81,35,75,68,81,83,60,73,85,20,65,72,85,87,87,85,11,9,9,13,11,6,4
199564,Sergi Roberto,26,Spain,83,86,FC Barcelona,26.5,$170 ,Right,3,3,4,High/ High,RB,20,1-Jul-13,2022,70,150,85,63,72,86,50,78,74,60,78,83,78,79,69,80,74,65,47,85,69,66,68,81,69,83,57,76,75,83,83,14,16,11,15,10,5,10
198329,Rodrigo,27,Spain,83,84,Valencia CF,30.5,$57 ,Left,2,3,4,High/ Medium,ST,9,3-Dec-14,2022,72,170,72,78,80,78,77,82,83,67,58,82,88,91,84,80,77,83,78,78,72,76,60,31,83,74,77,77,44,41,40,7,13,10,11,5,6,0
197965,Pizzi,28,Portugal,83,83,SL Benfica,25.5,$22 ,Right,3,4,3,High/ Medium,LCM,21,30-Jul-13,2022,70,159,79,76,45,83,77,80,83,76,84,82,82,73,77,81,77,75,67,86,59,78,68,70,84,85,76,85,66,66,52,15,14,9,9,15,5,10
195365,K. Kampl,27,Slovenia,83,83,RB Leipzig,26.5,$74 ,Right,2,4,3,High/ High,LCM,44,31-Aug-17,2021,70,148,72,63,34,84,68,86,78,75,79,84,84,71,91,84,80,69,67,88,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16,5,10
194404,Neto,28,Brazil,83,84,Valencia CF,21,$41 ,Right,2,2,1,Medium/ Medium,GK,13,7-Jul-17,2021,75,185,11,15,14,36,12,19,12,13,41,24,53,49,59,79,49,28,80,39,63,20,40,15,11,42,22,64,17,14,15,85,79,79,78,82,6,3
193698,O. Baumann,28,Germany,83,84,TSG 1899 Hoffenheim,21,$42 ,Right,2,1,1,Medium/ Medium,GK,1,1-Jul-14,2021,74,181,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,52,15,18,14,82,82,70,82,85,6,2
193474,I. Gueye,28,Senegal,83,83,Everton,21,$125 ,Right,2,3,3,Medium/ High,RDM,17,3-Aug-16,2022,69,146,60,50,69,80,32,75,33,61,72,79,76,72,80,81,80,80,87,89,70,66,84,87,67,67,54,80,84,89,84,8,6,8,12,13,5,9
192883,H. Mkhitaryan,29,Armenia,83,83,Arsenal,25.5,$145 ,Right,3,5,4,Medium/ Medium,RM,7,22-Jan-18,2021,70,165,77,74,53,80,81,84,83,64,71,86,84,78,87,79,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55,5,11,14,5,7,5,10
192638,Marcos Alonso,27,Spain,83,84,Chelsea,24,$130 ,Left,2,3,3,High/ Low,LB,3,31-Aug-16,2023,74,192,85,68,83,84,70,79,85,86,73,83,69,76,64,84,58,84,71,90,76,77,75,79,79,69,64,76,79,82,79,9,7,13,9,12,6,2
192593,D. Subai?,33,Croatia,83,83,AS Monaco,13,$70 ,Right,3,2,1,Medium/ Medium,GK,1,24-Jan-12,2020,75,185,11,10,13,24,13,11,24,57,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,52,23,65,14,14,13,82,80,79,82,84,6,3
190547,K. Glik,30,Poland,83,83,AS Monaco,19,$86 ,Right,3,2,2,Low/ Medium,RCB,15,6-Jul-16,2021,75,176,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,67,90,20,86,83,24,23,39,79,82,85,82,10,14,5,8,10,6,3
189712,K. Strootman,28,Netherlands,83,83,Olympique de Marseille,21,$66 ,Left,3,3,3,Medium/ High,CDM,16,28-Aug-18,2023,73,176,74,68,68,87,63,75,75,70,84,84,65,66,65,83,68,81,53,79,81,70,86,83,78,79,77,85,75,84,75,7,12,11,6,7,6,1
189068,B. Dost,29,Netherlands,83,83,Sporting CP,26,$26 ,Right,3,3,2,Medium/ Medium,ST,28,28-Aug-16,2021,77,196,38,87,94,73,85,68,61,30,37,74,49,54,32,85,32,82,51,82,92,72,70,39,89,68,88,81,38,45,26,6,12,15,11,8,6,5
188152,Oscar,26,Brazil,83,84,Shanghai SIPG FC,30.5,$29 ,Right,3,3,4,Medium/ Medium,LCM,8,1-Jan-17,2020,70,146,74,76,54,86,63,78,77,75,82,84,75,72,86,81,80,80,64,76,38,77,43,45,79,83,68,75,66,52,47,12,10,15,12,12,5,10
186627,M. Balotelli,27,Italy,83,83,OGC Nice,27.5,$55 ,Right,4,4,4,Medium/ Low,LS,9,31-Aug-16,2019,74,194,68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,74,92,81,10,22,20,2,2,2,4,2,6,2
185221,Luiz Gustavo,30,Brazil,83,83,Olympique de Marseille,19,$63 ,Left,3,3,3,Medium/ High,LCB,19,4-Jul-17,2021,74,172,63,48,72,79,54,68,42,60,77,73,65,64,65,83,62,80,76,85,81,73,88,83,53,69,58,79,82,84,86,10,6,11,12,13,6,2
184942,Giuliano,28,Brazil,83,83,Al Nassr,26,$64 ,Right,2,3,4,High/ Medium,CAM,77,20-Aug-18,2021,68,150,77,79,59,82,65,84,67,71,79,84,85,79,85,81,85,78,61,82,74,76,71,42,81,80,79,82,49,43,38,16,11,13,9,8,5,8
179944,David Luiz,31,Brazil,83,83,Chelsea,17.5,$130 ,Right,4,3,3,Medium/ Medium,LCB,30,31-Aug-16,2019,74,190,68,55,81,77,63,66,70,76,77,79,59,62,69,75,56,79,78,66,79,73,85,85,54,69,75,77,79,83,82,11,12,10,7,14,6,2
179783,R. Fährmann,29,Germany,83,84,FC Schalke 04,20,$38 ,Right,2,1,1,Medium/ Medium,GK,1,1-Jul-11,2022,78,216,14,11,15,25,11,15,18,11,26,24,38,47,39,83,36,24,72,32,79,9,36,23,11,42,21,61,10,12,10,83,81,52,82,87,6,6
178088,Juan Mata,30,Spain,83,83,Manchester United,24.5,$160 ,Left,3,3,4,Medium/ Medium,RM,8,25-Jan-14,2019,67,139,83,78,56,85,71,82,84,86,79,88,69,62,84,85,89,75,70,71,37,72,50,39,83,85,81,87,42,31,21,9,10,14,5,8,5,7
178086,Adán,31,Spain,83,83,Atlético Madrid,15.5,$55 ,Left,2,2,1,Medium/ Medium,GK,1,10-Jul-18,2020,75,203,12,11,23,34,15,12,11,12,43,15,56,54,55,77,51,25,71,32,77,12,41,20,11,42,25,63,20,14,18,81,84,78,84,83,6,3
178005,Rui Patrício,30,Portugal,83,83,Wolverhampton Wanderers,16.5,$74 ,Left,3,2,1,Medium/ Medium,GK,1,18-Jun-18,2022,75,185,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,64,32,66,14,13,11,85,81,80,79,82,6,3
177683,Y. Sommer,29,Switzerland,83,84,Borussia Mönchengladbach,20,$35 ,Right,3,4,1,Medium/ Medium,GK,1,1-Jul-14,2021,72,174,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,73,45,68,12,38,21,15,58,24,57,9,19,12,78,84,80,80,85,6,0
177610,Javi Martínez,29,Spain,83,83,FC Bayern München,20,$94 ,Right,3,3,2,Medium/ Medium,CDM,8,29-Aug-12,2021,76,190,60,43,87,77,58,60,46,45,74,74,49,53,53,83,48,76,85,74,84,62,90,87,51,75,52,80,85,86,86,5,12,9,11,8,6,4
177457,L. Bender,29,Germany,83,83,Bayer 04 Leverkusen,20,$82 ,Right,3,3,2,High/ High,RB,8,18-Aug-09,2021,73,179,69,59,78,79,57,72,49,47,74,75,66,67,65,83,63,74,77,86,76,71,79,86,69,76,52,83,88,86,82,12,6,7,12,7,6,1
176266,Lucas Leiva,31,Brazil,83,83,Lazio,17.5,$64 ,Right,3,3,3,Medium/ High,LDM,6,18-Jul-17,2020,70,172,63,62,72,82,59,77,74,47,81,78,67,67,78,82,80,77,82,80,67,66,80,87,66,81,61,86,82,82,78,10,8,8,5,6,5,10
163705,S. Mandanda,33,France,83,83,Olympique de Marseille,13,$51 ,Right,3,3,1,Medium/ Medium,GK,16,11-Jul-17,2020,73,181,14,13,13,37,13,15,13,12,28,17,53,43,52,80,36,24,74,31,61,11,37,23,11,55,11,64,13,15,13,86,81,70,79,84,6,1
162895,Cesc Fàbregas,31,Spain,83,83,Chelsea,22,$140 ,Right,4,3,3,High/ Medium,CM,4,1-Jul-14,2019,70,170,85,72,74,90,81,79,78,81,89,85,56,54,62,81,75,77,63,56,61,70,45,50,72,91,78,92,64,59,58,6,10,8,15,15,5,10
162240,M. Dembélé,30,Belgium,83,83,Tottenham Hotspur,24,$120 ,Left,3,2,4,Medium/ Medium,CM,19,1-Aug-12,2019,73,181,65,66,70,86,73,89,65,55,80,89,72,72,79,83,76,81,75,70,89,70,79,82,70,80,63,90,75,82,70,16,14,11,16,14,6,1
156616,F. Ribéry,35,France,83,83,FC Bayern München,11.5,$72 ,Right,4,4,5,Medium/ Medium,LM,7,1-Jul-07,2019,67,159,80,74,41,83,79,84,83,81,74,87,78,78,84,83,90,75,34,58,60,71,51,33,77,84,78,85,31,25,26,15,6,9,7,10,5,7
104389,R. Jarstein,33,Norway,83,83,Hertha BSC,13,$33 ,Right,2,4,1,Medium/ Medium,GK,1,1-Jan-14,2021,75,181,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,21,59,31,70,18,34,19,15,37,13,55,12,11,13,79,82,76,86,84,6,3
53302,D. De Rossi,34,Italy,83,83,Roma,8,$80 ,Right,3,4,2,Medium/ High,RDM,16,1-Jul-02,2019,72,183,57,50,81,81,74,64,62,71,80,77,63,67,64,80,72,81,77,74,81,72,84,87,55,71,75,87,90,82,80,10,7,13,10,9,6,0
24630,Pepe Reina,35,Spain,83,83,Milan,6,$56 ,Right,3,3,1,Medium/ Medium,GK,25,2-Jul-18,2021,74,203,11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,24,73,34,72,15,32,22,13,65,24,64,20,22,24,80,83,82,82,82,6,2
236583,J. Pavlenka,26,Czech Republic,82,85,SV Werder Bremen,19.5,$30 ,Right,1,3,1,Medium/ Medium,GK,1,1-Jul-17,2021,77,179,11,16,14,28,19,12,10,14,17,19,35,37,39,78,27,21,36,20,68,17,22,13,14,25,18,39,12,10,14,85,78,68,78,85,6,5
235243,M. de Ligt,18,Netherlands,82,91,Ajax,27,$11 ,Right,2,4,2,Medium/ Medium,RCB,3,24-Oct-16,2021,74,196,57,53,81,75,40,65,48,55,72,73,62,72,56,77,59,79,80,74,87,64,79,79,44,63,40,77,84,84,79,12,11,11,12,10,6,2
231866,Rodri,22,Spain,82,87,Atlético Madrid,29,$59 ,Right,1,3,4,Medium/ High,CM,16,1-Jul-18,2023,75,181,63,64,75,83,59,77,65,54,80,82,70,66,69,79,72,70,69,86,75,76,63,80,75,83,46,78,71,80,74,10,10,7,14,8,6,3
230658,Arthur,21,Brazil,82,90,FC Barcelona,32.5,$125 ,Right,1,3,4,Medium/ Medium,LCM,8,9-Jul-18,2024,67,161,70,72,58,85,63,82,68,60,80,83,68,70,79,81,86,76,83,78,62,74,73,75,77,82,69,84,65,76,70,6,13,13,11,12,5,7
230621,G. Donnarumma,19,Italy,82,93,Milan,29,$23 ,Right,3,3,1,Medium/ Medium,GK,22,1-Jul-15,2021,77,198,12,12,12,34,8,28,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,20,14,16,88,78,72,78,88,6,5
230258,Rosberto Dourado,30,Brazil,82,82,Atlético Mineiro,16.5,$46 ,Right,1,4,2,High/ Medium,RCM,13,1-Jan-18,2018,69,154,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9,5,9
230225,Juiano Mestres,34,Brazil,82,82,Cruzeiro,6.5,$39 ,Right,1,3,2,High/ Medium,RCB,3,1-Jan-18,2021,71,181,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84,18,12,14,11,18,5,11
230168,Raphaelito Anjos,30,Brazil,82,82,Grêmio,14,$32 ,Right,1,2,1,Medium/ Medium,GK,1,1-Jan-18,2021,75,187,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,21,67,29,79,7,34,23,27,71,14,67,20,17,13,79,84,77,83,78,6,3
227055,Gelson Martins,23,Portugal,82,87,Atlético Madrid,29.5,$59 ,Right,3,3,5,High/ Medium,RM,18,25-Jul-18,2023,68,159,81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,79,66,85,54,46,36,12,9,7,6,9,5,8
224411,Gonçalo Guedes,21,Portugal,82,86,Valencia CF,29,$36 ,Right,1,3,4,High/ Low,LM,17,29-Aug-18,2024,70,150,76,75,60,77,71,86,76,70,68,81,89,90,85,80,78,81,65,81,62,77,67,50,77,77,69,80,24,34,30,9,12,11,9,9,5,10
223959,L. Torreira,22,Uruguay,82,87,Arsenal,25,$98 ,Right,2,3,3,Medium/ High,LCM,14,12-Jul-18,2023,66,141,74,50,55,83,65,78,66,76,77,81,81,74,83,79,93,78,52,85,66,74,85,87,65,74,48,78,84,84,75,5,5,13,7,9,5,6
222737,Malcom,21,Brazil,82,89,FC Barcelona,31.5,$140 ,Left,2,4,4,Medium/ Medium,RW,14,24-Jul-18,2023,68,163,79,75,57,82,71,85,77,81,73,85,87,82,92,80,84,85,58,74,64,85,53,26,79,83,68,78,21,28,17,8,14,15,7,9,5,8
221087,Pau López,23,Spain,82,87,Real Betis,21.5,$21 ,Left,1,3,1,Medium/ Medium,GK,23,4-Jul-18,2023,74,170,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,21,68,42,52,18,39,16,20,62,25,62,19,20,11,81,82,79,83,81,6,2
220814,L. Hernández,22,France,82,88,Atlético Madrid,25.5,$53 ,Left,1,3,3,Medium/ High,LB,21,1-Jul-15,2024,72,168,78,42,83,80,38,65,53,28,63,79,80,84,70,80,67,62,83,82,76,47,86,81,57,61,34,76,76,83,86,10,7,8,14,10,6,0
220440,C. Lenglet,23,France,82,88,FC Barcelona,26,$135 ,Left,1,4,2,Medium/ High,LCB,15,12-Jul-18,2023,73,179,36,23,78,78,24,60,25,27,69,76,72,73,62,79,60,58,79,73,80,35,80,82,47,60,43,74,85,82,81,10,10,9,12,7,6,1
216354,A. Kramari?,27,Croatia,82,83,TSG 1899 Hoffenheim,26,$54 ,Right,2,4,4,Medium/ Medium,LCM,27,16-Jan-15,2022,70,161,75,86,69,79,84,87,79,74,53,86,78,72,82,81,82,82,69,76,68,80,73,21,84,66,88,79,35,20,26,8,14,14,7,15,5,10
216267,A. Robertson,24,Scotland,82,87,Liverpool,24.5,$98 ,Left,1,2,3,High/ High,LB,3,21-Jul-17,2021,70,141,86,57,63,76,32,76,74,30,68,78,81,86,78,81,74,67,59,89,66,60,78,80,66,74,55,73,80,81,78,11,8,10,7,14,5,10
216194,Dani García,28,Spain,82,83,Athletic Club de Bilbao,20,$33 ,Right,2,3,3,Medium/ High,RCM,16,2-Jul-18,2022,71,176,55,51,46,86,52,66,61,57,81,81,53,35,67,72,72,74,65,88,75,58,88,82,60,76,58,71,72,81,77,6,14,14,6,11,5,11
212404,F. Bernardeschi,24,Italy,82,87,Juventus,29.5,$110 ,Left,2,3,5,High/ High,RM,20,24-Jul-17,2022,73,170,82,70,50,82,74,86,82,80,72,87,83,83,85,80,79,82,49,80,63,82,52,66,78,80,72,83,65,46,42,14,15,10,13,12,6,1
212194,J. Brandt,22,Germany,82,88,Bayer 04 Leverkusen,30.5,$68 ,Right,2,4,4,Medium/ Medium,LM,10,1-Jan-14,2021,73,185,77,78,42,82,66,87,72,59,69,85,78,84,82,80,78,80,63,73,69,78,42,29,78,83,54,69,38,20,24,11,16,11,8,9,6,1
211320,D. Rugani,23,Italy,82,86,Juventus,24.5,$95 ,Right,2,3,2,Low/ Medium,CB,15,4-Feb-15,2021,75,185,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82,5,10,5,5,5,6,3
210617,Samu Castillejo,23,Spain,82,86,Milan,29,$94 ,Left,2,2,4,Medium/ High,RM,7,17-Aug-18,2023,72,148,81,77,43,80,58,85,78,75,77,83,85,86,83,82,78,78,63,55,50,73,48,50,81,81,59,71,45,43,25,13,16,15,8,14,6,0
210514,João Cancelo,24,Portugal,82,88,Juventus,25.5,$95 ,Right,2,3,4,High/ Medium,RB,2,1-Jul-18,2023,72,163,85,58,64,78,62,84,83,69,75,83,91,91,78,82,74,80,73,89,66,66,73,77,78,74,46,77,79,79,79,6,9,15,14,14,6,0
210413,A. Romagnoli,23,Italy,82,89,Milan,26.5,$84 ,Left,2,3,2,Medium/ High,LCB,13,11-Aug-15,2022,74,172,36,30,76,70,28,65,36,24,69,69,63,69,60,78,53,64,78,75,81,46,84,85,31,40,34,76,88,85,81,9,14,12,8,9,6,2
209989,T. Partey,25,Ghana,82,88,Atlético Madrid,25.5,$59 ,Right,1,3,3,High/ High,CDM,5,1-Jul-15,2023,73,170,58,63,68,85,53,78,62,58,79,81,73,76,72,77,53,79,84,87,81,75,76,79,60,73,46,75,80,83,80,11,13,9,9,7,6,1
209297,Fred,25,Brazil,82,84,Manchester United,26.5,$140 ,Left,1,4,4,High/ High,CM,17,21-Jun-18,2023,67,141,67,74,55,85,70,79,70,72,80,86,77,79,84,82,87,76,83,87,61,76,73,80,69,76,65,82,76,78,69,7,16,15,11,15,5,7
208830,J. Vardy,31,England,82,82,Leicester City,20,$96 ,Right,3,3,3,High/ High,ST,9,1-May-12,2022,70,163,64,85,69,65,82,76,60,57,48,76,89,91,75,88,76,85,76,86,67,67,92,49,85,72,81,82,56,52,51,15,14,7,15,11,5,10
208596,A. Belotti,24,Italy,82,87,Torino,30,$58 ,Right,3,5,3,High/ High,LS,9,17-Aug-15,2021,71,159,42,88,84,68,80,78,64,56,42,75,78,79,79,76,75,81,83,83,84,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7,5,11
208448,E. Forsberg,26,Sweden,82,83,RB Leipzig,26,$67 ,Right,2,4,4,Medium/ Medium,LM,10,7-Jan-15,2022,70,163,84,70,45,85,67,82,81,77,69,87,76,70,81,82,82,73,53,74,62,74,62,43,75,83,66,77,35,26,17,13,7,9,15,11,5,10
207494,J. Lingard,25,England,82,83,Manchester United,26.5,$140 ,Right,2,3,4,High/ High,CAM,7,1-Jul-10,2021,69,137,74,78,64,78,70,83,80,63,66,83,84,82,86,83,86,80,63,87,53,80,73,53,86,82,65,84,65,50,44,14,10,8,13,9,5,9
207471,F. Vázquez,29,Argentina,82,82,Sevilla FC,21.5,$27 ,Left,2,3,4,Medium/ High,LCM,22,16-Jul-16,2021,73,181,73,74,68,84,81,86,79,68,78,87,58,62,69,78,39,76,44,61,79,84,78,54,77,84,67,80,46,40,37,14,15,13,9,7,6,1
205678,E. Vi?a,28,Bosnia Herzegovina,82,82,Medipol Ba?ak?ehir FK,22.5,$40 ,Right,2,4,4,High/ Medium,RM,7,16-Aug-11,2021,68,139,80,80,45,78,74,82,74,60,69,82,90,89,93,80,88,79,69,84,58,77,47,49,80,73,75,78,55,40,40,8,14,14,12,16,5,8
205452,A. Rüdiger,25,Germany,82,84,Chelsea,22.5,$110 ,Right,2,3,2,Medium/ High,CB,16,9-Jul-17,2022,75,187,68,27,80,75,34,59,35,56,72,69,67,78,59,82,50,70,73,60,82,41,88,80,33,57,40,72,82,85,82,14,15,10,12,8,6,3
203551,A. Florenzi,27,Italy,82,83,Roma,20.5,$73 ,Right,3,3,4,High/ Medium,RB,16,1-Jul-10,2023,68,148,77,70,72,77,87,78,73,79,75,79,86,84,87,80,82,82,74,90,67,82,79,78,82,76,76,79,76,79,78,9,8,10,11,10,5,8
203263,H. Maguire,25,England,82,85,Leicester City,23.5,$77 ,Right,1,3,2,High/ High,LCB,6,15-Jun-17,2023,76,220,44,43,87,77,41,70,38,46,72,76,39,53,52,79,58,68,74,68,89,45,84,78,60,60,44,79,81,84,81,14,16,9,14,9,6,4
202371,T. Meunier,26,Belgium,82,83,Paris Saint-Germain,21,$87 ,Right,2,4,3,High/ High,RM,15,3-Jul-16,2020,75,198,83,76,75,82,79,75,74,56,74,82,74,81,63,80,49,77,72,92,85,78,73,76,80,71,65,78,77,82,80,8,13,15,6,9,6,3
201956,S. Sané,27,Senegal,82,82,FC Schalke 04,18.5,$41 ,Right,2,3,3,Medium/ High,CB,26,1-Jul-18,2022,77,187,57,38,88,73,26,64,33,58,71,70,62,62,60,79,37,77,47,69,88,55,84,83,48,62,43,78,78,90,78,14,7,10,13,16,6,5
201455,G. Kondogbia,25,Central African Rep.,82,85,Valencia CF,27.5,$46 ,Left,2,2,4,High/ Medium,CM,6,2-Jul-18,2022,74,176,65,69,75,81,59,78,62,56,79,82,69,76,76,84,67,86,83,85,91,80,86,84,78,78,45,82,79,83,82,15,10,10,8,10,6,2
201400,Rafinha,25,Brazil,82,87,FC Barcelona,29.5,$165 ,Left,2,4,4,High/ High,CAM,12,1-Jul-13,2020,69,157,72,73,55,86,76,87,75,61,76,84,71,70,80,79,80,79,73,67,66,82,44,70,77,81,67,80,68,74,66,11,6,15,13,7,5,9
201305,Gabriel Paulista,27,Brazil,82,83,Valencia CF,21,$44 ,Right,2,2,2,Low/ High,LCB,5,18-Aug-17,2022,74,174,67,42,81,74,48,60,57,46,69,69,71,74,69,80,67,61,83,72,82,50,82,82,51,65,51,71,82,83,83,15,6,15,15,7,6,2
201153,Morata,25,Spain,82,85,Chelsea,28.5,$135 ,Right,3,4,3,High/ High,ST,7,21-Jul-17,2022,74,187,73,80,86,78,80,83,76,44,51,82,76,86,66,79,60,80,84,68,78,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5,6,2
199987,J. Cillessen,29,Netherlands,82,84,FC Barcelona,18,$135 ,Right,3,3,1,Medium/ Medium,GK,1,25-Aug-16,2021,73,183,17,10,12,47,19,12,10,10,33,32,54,50,48,78,50,35,71,40,67,15,25,25,11,60,21,61,18,12,11,80,83,75,81,80,6,1
199451,W. Ben Yedder,27,France,82,82,Sevilla FC,23.5,$28 ,Right,2,5,4,High/ High,RS,9,30-Jul-16,2021,67,150,74,84,74,78,78,84,80,76,66,83,87,83,91,83,87,79,81,69,60,69,55,44,87,79,76,84,34,33,26,6,13,9,7,7,5,7
198951,C. Bakambu,27,DR Congo,82,83,Beijing Sinobo Guoan FC,26,$33 ,Right,2,4,3,Medium/ Medium,ST,17,17-Jan-18,2021,72,161,74,84,71,75,80,80,78,54,66,82,88,88,80,81,72,84,79,79,76,74,72,39,85,73,69,80,32,29,21,6,13,6,14,6,6,0
198950,Pablo Sarabia,26,Spain,82,83,Sevilla FC,26,$26 ,Left,2,4,4,High/ Medium,RCM,17,1-Jul-16,2020,69,154,86,78,61,83,64,86,84,74,77,84,75,76,80,77,81,76,40,72,58,77,46,50,79,84,69,74,57,49,46,16,7,15,6,14,5,9
198717,W. Zaha,25,Ivory Coast,82,85,Crystal Palace,28.5,$78 ,Right,2,3,5,High/ Low,LS,11,2-Feb-15,2023,71,146,81,77,47,75,61,90,57,51,65,87,89,92,88,77,82,78,57,76,75,68,73,23,78,77,66,81,22,29,28,15,10,15,11,10,5,11
198706,Luis Alberto,25,Spain,82,85,Lazio,28.5,$67 ,Right,2,3,4,High/ Medium,CF,10,31-Aug-16,2022,72,163,76,80,49,88,76,86,86,81,87,88,77,72,79,83,74,77,54,73,67,77,29,28,81,87,56,72,44,25,18,6,8,6,12,11,6,0
198164,Jonathan Viera,28,Spain,82,82,Beijing Sinobo Guoan FC,22.5,$31 ,Right,2,4,4,High/ Low,LF,23,19-Feb-18,2020,67,141,75,78,41,84,65,84,80,76,78,82,86,76,89,81,92,70,88,79,67,79,56,73,72,84,74,80,56,68,55,16,16,9,14,9,5,7
198141,Bartra,27,Spain,82,83,Real Betis,21,$32 ,Right,3,3,3,High/ Medium,CB,5,30-Jan-18,2023,72,161,55,55,82,79,43,70,66,45,78,80,75,72,72,82,71,66,89,67,71,62,80,86,61,75,52,76,77,83,80,10,15,13,12,8,6,0
197655,S. Coates,27,Uruguay,82,83,Sporting CP,21,$19 ,Right,3,3,2,Medium/ Medium,RCB,4,31-Jan-17,2022,77,203,17,42,80,72,39,64,39,19,70,62,46,64,32,75,30,50,54,81,94,30,83,80,49,50,65,74,84,85,85,16,13,15,16,13,6,5
195093,Willian José,26,Brazil,82,83,Real Sociedad,26.5,$44 ,Right,2,4,4,Medium/ Low,ST,12,31-Jul-16,2024,74,205,54,84,84,78,80,79,68,71,50,80,62,65,65,81,43,84,72,73,90,77,65,35,87,68,80,75,40,32,30,15,14,16,15,8,6,2
193525,Mário Fernandes,27,Russia,82,82,PFC CSKA Moscow,18.5,$1 ,Right,2,3,3,High/ High,RB,6,1-Jul-12,2022,74,176,76,56,76,78,52,77,66,39,74,79,79,85,79,80,61,71,84,87,75,58,77,78,76,73,53,76,83,82,84,12,13,14,13,12,6,2
193469,Víctor Ruiz,29,Spain,82,83,Villarreal CF,19.5,$43 ,Left,2,2,2,Medium/ Medium,LCB,6,1-Jul-15,2019,73,172,54,37,77,74,39,53,67,46,70,71,55,59,56,78,58,59,78,72,87,38,82,83,39,56,46,72,81,84,85,12,8,6,6,14,6,1
193283,T. Delaney,26,Denmark,82,83,Borussia Dortmund,21.5,$61 ,Left,2,4,3,High/ High,LCM,8,1-Jul-18,2022,72,174,67,72,83,79,66,73,71,68,77,77,76,78,73,81,74,78,91,90,79,74,84,85,75,77,60,81,80,82,81,8,12,11,14,15,6,0
